year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_pnp_total_pc_emp_fte
2013,NUTS,2010,UKE,1,0.002
2014,NUTS,2010,UKE,1,0.0019
2015,NUTS,2010,UKE,1,0.0017
2016,NUTS,2010,UKE,1,0.0017
2017,NUTS,2010,UKE,1,0.002
2018,NUTS,2010,UKE,1,0.0022
2005,NUTS,2010,UKE1,2,
2006,NUTS,2010,UKE1,2,
2007,NUTS,2010,UKE1,2,
2009,NUTS,2010,UKE1,2,
2010,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2005,NUTS,2010,UKE2,2,
2006,NUTS,2010,UKE2,2,
2007,NUTS,2010,UKE2,2,
2009,NUTS,2010,UKE2,2,
2010,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.0005
2014,NUTS,2010,UKE2,2,0.0005
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2005,NUTS,2010,UKE3,2,
2006,NUTS,2010,UKE3,2,
2007,NUTS,2010,UKE3,2,
2009,NUTS,2010,UKE3,2,
2010,NUTS,2010,UKE3,2,0.003
2011,NUTS,2010,UKE3,2,0.0026
2012,NUTS,2010,UKE3,2,0.0026
2013,NUTS,2010,UKE3,2,0.003
2014,NUTS,2010,UKE3,2,0.0028
2015,NUTS,2010,UKE3,2,0.0068
2016,NUTS,2010,UKE3,2,0.0068
2017,NUTS,2010,UKE3,2,0.0078
2018,NUTS,2010,UKE3,2,0.0082
2005,NUTS,2010,UKE4,2,
2006,NUTS,2010,UKE4,2,
2007,NUTS,2010,UKE4,2,
2009,NUTS,2010,UKE4,2,
2010,NUTS,2010,UKE4,2,0.0
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,0.0029
2014,NUTS,2010,UKE4,2,0.0027
2015,NUTS,2010,UKE4,2,0.0002
2016,NUTS,2010,UKE4,2,0.0002
2017,NUTS,2010,UKE4,2,0.0002
2018,NUTS,2010,UKE4,2,0.0003
2005,NUTS,2010,UKF,1,
2006,NUTS,2010,UKF,1,
2007,NUTS,2010,UKF,1,
2009,NUTS,2010,UKF,1,
2010,NUTS,2010,UKF,1,0.0024
2011,NUTS,2010,UKF,1,0.0021
2012,NUTS,2010,UKF,1,0.0022
2013,NUTS,2010,UKF,1,0.002
2014,NUTS,2010,UKF,1,0.0018
2015,NUTS,2010,UKF,1,0.0008
2016,NUTS,2010,UKF,1,0.0008
2017,NUTS,2010,UKF,1,0.001
2018,NUTS,2010,UKF,1,0.001
2005,NUTS,2010,UKF1,2,
2006,NUTS,2010,UKF1,2,
2007,NUTS,2010,UKF1,2,
2009,NUTS,2010,UKF1,2,
2010,NUTS,2010,UKF1,2,0.0001
2011,NUTS,2010,UKF1,2,0.0001
2012,NUTS,2010,UKF1,2,0.0001
2013,NUTS,2010,UKF1,2,0.0003
2014,NUTS,2010,UKF1,2,0.0003
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2005,NUTS,2010,UKF2,2,
2006,NUTS,2010,UKF2,2,
2007,NUTS,2010,UKF2,2,
2009,NUTS,2010,UKF2,2,
2010,NUTS,2010,UKF2,2,0.0062
2011,NUTS,2010,UKF2,2,0.0051
2012,NUTS,2010,UKF2,2,0.0054
2013,NUTS,2010,UKF2,2,0.0046
2014,NUTS,2010,UKF2,2,0.0042
2015,NUTS,2010,UKF2,2,0.0021
2016,NUTS,2010,UKF2,2,0.0021
2017,NUTS,2010,UKF2,2,0.0025
2018,NUTS,2010,UKF2,2,0.0027
2005,NUTS,2010,UKF3,2,
2006,NUTS,2010,UKF3,2,
2007,NUTS,2010,UKF3,2,
2009,NUTS,2010,UKF3,2,
2010,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0004
2014,NUTS,2010,UKF3,2,0.0004
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2005,NUTS,2010,UKG,1,
2006,NUTS,2010,UKG,1,
2007,NUTS,2010,UKG,1,
2009,NUTS,2010,UKG,1,
2010,NUTS,2010,UKG,1,0.0018
2011,NUTS,2010,UKG,1,0.0015
2012,NUTS,2010,UKG,1,0.0016
2013,NUTS,2010,UKG,1,0.0004
2014,NUTS,2010,UKG,1,0.0004
2015,NUTS,2010,UKG,1,0.0007
2016,NUTS,2010,UKG,1,0.0007
2017,NUTS,2010,UKG,1,0.0008
2018,NUTS,2010,UKG,1,0.0009
2005,NUTS,2010,UKG1,2,
2006,NUTS,2010,UKG1,2,
2007,NUTS,2010,UKG1,2,
2009,NUTS,2010,UKG1,2,
2010,NUTS,2010,UKG1,2,0.0028
2011,NUTS,2010,UKG1,2,0.0025
2012,NUTS,2010,UKG1,2,0.0024
2013,NUTS,2010,UKG1,2,0.0003
2014,NUTS,2010,UKG1,2,0.0003
2015,NUTS,2010,UKG1,2,0.0
2016,NUTS,2010,UKG1,2,0.0
2017,NUTS,2010,UKG1,2,0.0
2018,NUTS,2010,UKG1,2,0.0
2005,NUTS,2010,UKG2,2,
2006,NUTS,2010,UKG2,2,
2007,NUTS,2010,UKG2,2,
2009,NUTS,2010,UKG2,2,
2010,NUTS,2010,UKG2,2,0.0021
2011,NUTS,2010,UKG2,2,0.0018
2012,NUTS,2010,UKG2,2,0.0018
2013,NUTS,2010,UKG2,2,0.0009
2014,NUTS,2010,UKG2,2,0.0008
2015,NUTS,2010,UKG2,2,0.0005
2016,NUTS,2010,UKG2,2,0.0005
2017,NUTS,2010,UKG2,2,0.0006
2018,NUTS,2010,UKG2,2,0.0007
2005,NUTS,2010,UKG3,2,
2006,NUTS,2010,UKG3,2,
2007,NUTS,2010,UKG3,2,
2009,NUTS,2010,UKG3,2,
2010,NUTS,2010,UKG3,2,0.001
2011,NUTS,2010,UKG3,2,0.0009
2012,NUTS,2010,UKG3,2,0.0009
2013,NUTS,2010,UKG3,2,0.0001
2014,NUTS,2010,UKG3,2,0.0001
2015,NUTS,2010,UKG3,2,0.0013
2016,NUTS,2010,UKG3,2,0.0012
2017,NUTS,2010,UKG3,2,0.0014
2018,NUTS,2010,UKG3,2,0.0015
2005,NUTS,2010,UKH,1,
2006,NUTS,2010,UKH,1,
2007,NUTS,2010,UKH,1,
2009,NUTS,2010,UKH,1,
2010,NUTS,2010,UKH,1,0.0836
2011,NUTS,2010,UKH,1,0.0707
2012,NUTS,2010,UKH,1,0.0725
2013,NUTS,2010,UKH,1,0.086
2014,NUTS,2010,UKH,1,0.08
2015,NUTS,2010,UKH,1,0.0884
2016,NUTS,2010,UKH,1,0.0898
2017,NUTS,2010,UKH,1,0.1047
2018,NUTS,2010,UKH,1,0.1123
2005,NUTS,2010,UKH1,2,
2006,NUTS,2010,UKH1,2,
2007,NUTS,2010,UKH1,2,
2009,NUTS,2010,UKH1,2,
2010,NUTS,2010,UKH1,2,0.1861
2011,NUTS,2010,UKH1,2,0.155
2012,NUTS,2010,UKH1,2,0.16
2013,NUTS,2010,UKH1,2,0.1544
2014,NUTS,2010,UKH1,2,0.1399
2015,NUTS,2010,UKH1,2,0.1559
2016,NUTS,2010,UKH1,2,0.1573
2017,NUTS,2010,UKH1,2,0.1872
2018,NUTS,2010,UKH1,2,0.2002
2005,NUTS,2010,UKH2,2,
2006,NUTS,2010,UKH2,2,
2007,NUTS,2010,UKH2,2,
2009,NUTS,2010,UKH2,2,
2010,NUTS,2010,UKH2,2,0.0285
2011,NUTS,2010,UKH2,2,0.0246
2012,NUTS,2010,UKH2,2,0.0247
2013,NUTS,2010,UKH2,2,0.0754
2014,NUTS,2010,UKH2,2,0.0694
2015,NUTS,2010,UKH2,2,0.0829
2016,NUTS,2010,UKH2,2,0.0843
2017,NUTS,2010,UKH2,2,0.0976
2018,NUTS,2010,UKH2,2,0.1071
2005,NUTS,2010,UKH3,2,
2006,NUTS,2010,UKH3,2,
2007,NUTS,2010,UKH3,2,
2009,NUTS,2010,UKH3,2,
2010,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0031
2014,NUTS,2010,UKH3,2,0.003
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2005,NUTS,2010,UKI,1,
2006,NUTS,2010,UKI,1,
2007,NUTS,2010,UKI,1,
2009,NUTS,2010,UKI,1,
2010,NUTS,2010,UKI,1,0.0732
2011,NUTS,2010,UKI,1,0.0622
2012,NUTS,2010,UKI,1,0.0628
2013,NUTS,2010,UKI,1,0.0323
2014,NUTS,2010,UKI,1,0.0294
2015,NUTS,2010,UKI,1,0.044
2016,NUTS,2010,UKI,1,0.0439
2017,NUTS,2010,UKI,1,0.0504
2018,NUTS,2010,UKI,1,0.0535
2011,NUTS,2010,UKI3,2,0.4192
2012,NUTS,2010,UKI3,2,0.4105
2013,NUTS,2010,UKI3,2,0.1392
2014,NUTS,2010,UKI3,2,0.1236
2015,NUTS,2010,UKI3,2,0.1619
2016,NUTS,2010,UKI3,2,0.1587
2017,NUTS,2010,UKI3,2,0.1954
2018,NUTS,2010,UKI3,2,0.2027
2011,NUTS,2010,UKI4,2,0.0119
2012,NUTS,2010,UKI4,2,0.0119
2013,NUTS,2010,UKI4,2,0.0034
2014,NUTS,2010,UKI4,2,0.0031
2015,NUTS,2010,UKI4,2,0.0074
2016,NUTS,2010,UKI4,2,0.0075
2017,NUTS,2010,UKI4,2,0.0083
2018,NUTS,2010,UKI4,2,0.0088
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2013,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,0.0023
2016,NUTS,2010,UKI5,2,0.0022
2017,NUTS,2010,UKI5,2,0.0025
2018,NUTS,2010,UKI5,2,0.0027
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,0.077
2014,NUTS,2010,UKI6,2,0.0743
2015,NUTS,2010,UKI6,2,0.0407
2016,NUTS,2010,UKI6,2,0.0411
2017,NUTS,2010,UKI6,2,0.0464
2018,NUTS,2010,UKI6,2,0.0504
2011,NUTS,2010,UKI7,2,0.0067
2012,NUTS,2010,UKI7,2,0.0067
2013,NUTS,2010,UKI7,2,0.0
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,0.0563
2016,NUTS,2010,UKI7,2,0.0568
2017,NUTS,2010,UKI7,2,0.0659
2018,NUTS,2010,UKI7,2,0.0703
2005,NUTS,2010,UKJ,1,
2006,NUTS,2010,UKJ,1,
2007,NUTS,2010,UKJ,1,
2009,NUTS,2010,UKJ,1,
2010,NUTS,2010,UKJ,1,0.024
2011,NUTS,2010,UKJ,1,0.0206
2012,NUTS,2010,UKJ,1,0.0213
2013,NUTS,2010,UKJ,1,0.0066
2014,NUTS,2010,UKJ,1,0.0061
2015,NUTS,2010,UKJ,1,0.0162
2016,NUTS,2010,UKJ,1,0.0163
2017,NUTS,2010,UKJ,1,0.0187
2018,NUTS,2010,UKJ,1,0.0205
2005,NUTS,2010,UKJ1,2,
2006,NUTS,2010,UKJ1,2,
2007,NUTS,2010,UKJ1,2,
2009,NUTS,2010,UKJ1,2,
2010,NUTS,2010,UKJ1,2,0.0649
2011,NUTS,2010,UKJ1,2,0.0549
2012,NUTS,2010,UKJ1,2,0.0564
2013,NUTS,2010,UKJ1,2,0.0086
2014,NUTS,2010,UKJ1,2,0.008
2015,NUTS,2010,UKJ1,2,0.0106
2016,NUTS,2010,UKJ1,2,0.0107
2017,NUTS,2010,UKJ1,2,0.0123
2018,NUTS,2010,UKJ1,2,0.0134
2005,NUTS,2010,UKJ2,2,
2006,NUTS,2010,UKJ2,2,
2007,NUTS,2010,UKJ2,2,
2009,NUTS,2010,UKJ2,2,
2010,NUTS,2010,UKJ2,2,0.0181
2011,NUTS,2010,UKJ2,2,0.0156
2012,NUTS,2010,UKJ2,2,0.0162
2013,NUTS,2010,UKJ2,2,0.012
2014,NUTS,2010,UKJ2,2,0.0114
2015,NUTS,2010,UKJ2,2,0.038
2016,NUTS,2010,UKJ2,2,0.0375
2017,NUTS,2010,UKJ2,2,0.0428
2018,NUTS,2010,UKJ2,2,0.0488
2005,NUTS,2010,UKJ3,2,
2006,NUTS,2010,UKJ3,2,
2007,NUTS,2010,UKJ3,2,
2009,NUTS,2010,UKJ3,2,
2010,NUTS,2010,UKJ3,2,0.0023
2011,NUTS,2010,UKJ3,2,0.002
2012,NUTS,2010,UKJ3,2,0.002
2013,NUTS,2010,UKJ3,2,0.0017
2014,NUTS,2010,UKJ3,2,0.0016
2015,NUTS,2010,UKJ3,2,0.0065
2016,NUTS,2010,UKJ3,2,0.0066
2017,NUTS,2010,UKJ3,2,0.0075
2018,NUTS,2010,UKJ3,2,0.0081
2005,NUTS,2010,UKJ4,2,
2006,NUTS,2010,UKJ4,2,
2007,NUTS,2010,UKJ4,2,
2009,NUTS,2010,UKJ4,2,
2010,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,0.0002
2014,NUTS,2010,UKJ4,2,0.0002
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2005,NUTS,2010,UKK,1,
2006,NUTS,2010,UKK,1,
2007,NUTS,2010,UKK,1,
2009,NUTS,2010,UKK,1,
2010,NUTS,2010,UKK,1,0.0036
2011,NUTS,2010,UKK,1,0.0031
2012,NUTS,2010,UKK,1,0.0032
2013,NUTS,2010,UKK,1,0.0113
2014,NUTS,2010,UKK,1,0.0104
2015,NUTS,2010,UKK,1,0.0105
2016,NUTS,2010,UKK,1,0.0107
2017,NUTS,2010,UKK,1,0.0123
2018,NUTS,2010,UKK,1,0.0132
2005,NUTS,2010,UKK1,2,
2006,NUTS,2010,UKK1,2,
2007,NUTS,2010,UKK1,2,
2009,NUTS,2010,UKK1,2,
2010,NUTS,2010,UKK1,2,0.0019
2011,NUTS,2010,UKK1,2,0.0017
2012,NUTS,2010,UKK1,2,0.0017
2013,NUTS,2010,UKK1,2,0.0023
2014,NUTS,2010,UKK1,2,0.0021
2015,NUTS,2010,UKK1,2,0.0012
2016,NUTS,2010,UKK1,2,0.0012
2017,NUTS,2010,UKK1,2,0.0014
2018,NUTS,2010,UKK1,2,0.0015
2005,NUTS,2010,UKK2,2,
2006,NUTS,2010,UKK2,2,
2007,NUTS,2010,UKK2,2,
2009,NUTS,2010,UKK2,2,
2010,NUTS,2010,UKK2,2,0.0
2011,NUTS,2010,UKK2,2,0.0
2012,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,0.0086
2014,NUTS,2010,UKK2,2,0.008
2015,NUTS,2010,UKK2,2,0.0065
2016,NUTS,2010,UKK2,2,0.0069
2017,NUTS,2010,UKK2,2,0.0077
2018,NUTS,2010,UKK2,2,0.0083
2005,NUTS,2010,UKK3,2,
2006,NUTS,2010,UKK3,2,
2007,NUTS,2010,UKK3,2,
2009,NUTS,2010,UKK3,2,
2010,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2005,NUTS,2010,UKK4,2,
2006,NUTS,2010,UKK4,2,
2007,NUTS,2010,UKK4,2,
2009,NUTS,2010,UKK4,2,
2010,NUTS,2010,UKK4,2,0.0132
2011,NUTS,2010,UKK4,2,0.0111
2012,NUTS,2010,UKK4,2,0.0114
2013,NUTS,2010,UKK4,2,0.0402
2014,NUTS,2010,UKK4,2,0.0369
2015,NUTS,2010,UKK4,2,0.0402
2016,NUTS,2010,UKK4,2,0.0415
2017,NUTS,2010,UKK4,2,0.0472
2018,NUTS,2010,UKK4,2,0.0515
2005,NUTS,2010,UKL,1,
2006,NUTS,2010,UKL,1,
2007,NUTS,2010,UKL,1,
2009,NUTS,2010,UKL,1,
2010,NUTS,2010,UKL,1,0.0018
2011,NUTS,2010,UKL,1,0.0015
2012,NUTS,2010,UKL,1,0.0016
2013,NUTS,2010,UKL,1,0.0018
2014,NUTS,2010,UKL,1,0.0017
2015,NUTS,2010,UKL,1,0.001
2016,NUTS,2010,UKL,1,0.001
2017,NUTS,2010,UKL,1,0.0012
2018,NUTS,2010,UKL,1,0.0013
2005,NUTS,2010,UKL1,2,
2006,NUTS,2010,UKL1,2,
2007,NUTS,2010,UKL1,2,
2009,NUTS,2010,UKL1,2,
2010,NUTS,2010,UKL1,2,0.003
2011,NUTS,2010,UKL1,2,0.0025
2012,NUTS,2010,UKL1,2,0.0026
2013,NUTS,2010,UKL1,2,0.0028
2014,NUTS,2010,UKL1,2,0.0026
2015,NUTS,2010,UKL1,2,0.0016
2016,NUTS,2010,UKL1,2,0.0016
2017,NUTS,2010,UKL1,2,0.002
2018,NUTS,2010,UKL1,2,0.0021
2005,NUTS,2010,UKL2,2,
2006,NUTS,2010,UKL2,2,
2007,NUTS,2010,UKL2,2,
2009,NUTS,2010,UKL2,2,
2010,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKL2,2,0.0
2012,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,0.0003
2014,NUTS,2010,UKL2,2,0.0003
2015,NUTS,2010,UKL2,2,0.0
2016,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2018,NUTS,2010,UKL2,2,0.0
2005,NUTS,2010,UKM,1,
2006,NUTS,2010,UKM,1,
2007,NUTS,2010,UKM,1,
2009,NUTS,2010,UKM,1,
2010,NUTS,2010,UKM,1,0.0051
2011,NUTS,2010,UKM,1,0.0043
2012,NUTS,2010,UKM,1,0.0045
2013,NUTS,2010,UKM,1,0.0046
2014,NUTS,2010,UKM,1,0.0043
2015,NUTS,2010,UKM,1,0.0149
2016,NUTS,2010,UKM,1,0.0152
2017,NUTS,2010,UKM,1,0.0175
2018,NUTS,2010,UKM,1,0.019
2012,NUTS,2010,UKM2,2,0.0058
2013,NUTS,2010,UKM2,2,0.0064
2014,NUTS,2010,UKM2,2,0.006
2015,NUTS,2010,UKM2,2,0.0068
2016,NUTS,2010,UKM2,2,0.007
2017,NUTS,2010,UKM2,2,0.008
2012,NUTS,2010,UKM3,2,0.0008
2013,NUTS,2010,UKM3,2,0.0004
2014,NUTS,2010,UKM3,2,0.0004
2015,NUTS,2010,UKM3,2,0.026
2016,NUTS,2010,UKM3,2,0.026
2017,NUTS,2010,UKM3,2,0.0287
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM6,2,0.0175
2013,NUTS,2010,UKM6,2,0.021
2014,NUTS,2010,UKM6,2,0.0206
2015,NUTS,2010,UKM6,2,0.0218
2016,NUTS,2010,UKM6,2,0.0238
2017,NUTS,2010,UKM6,2,0.0261
2018,NUTS,2010,UKM6,2,0.0283
2014,NUTS,2010,UKM7,2,0.0064
2015,NUTS,2010,UKM7,2,0.0072
2016,NUTS,2010,UKM7,2,0.0073
2017,NUTS,2010,UKM7,2,0.0084
2018,NUTS,2010,UKM7,2,0.0089
2014,NUTS,2010,UKM8,2,0.0006
2015,NUTS,2010,UKM8,2,0.0377
2016,NUTS,2010,UKM8,2,0.0375
2017,NUTS,2010,UKM8,2,0.0438
2018,NUTS,2010,UKM8,2,0.0468
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2005,NUTS,2010,UKN,1,
2006,NUTS,2010,UKN,1,
2007,NUTS,2010,UKN,1,
2009,NUTS,2010,UKN,1,
2010,NUTS,2010,UKN,1,0.0002
2011,NUTS,2010,UKN,1,0.0001
2012,NUTS,2010,UKN,1,0.0001
2013,NUTS,2010,UKN,1,0.0001
2014,NUTS,2010,UKN,1,0.0001
2015,NUTS,2010,UKN,1,0.0006
2016,NUTS,2010,UKN,1,0.0006
2017,NUTS,2010,UKN,1,0.0007
2018,NUTS,2010,UKN,1,0.0008
2005,NUTS,2010,UKN0,2,
2006,NUTS,2010,UKN0,2,
2007,NUTS,2010,UKN0,2,
2009,NUTS,2010,UKN0,2,
2010,NUTS,2010,UKN0,2,0.0002
2011,NUTS,2010,UKN0,2,0.0001
2012,NUTS,2010,UKN0,2,0.0001
2013,NUTS,2010,UKN0,2,0.0001
2014,NUTS,2010,UKN0,2,0.0001
2015,NUTS,2010,UKN0,2,0.0006
2016,NUTS,2010,UKN0,2,0.0006
2017,NUTS,2010,UKN0,2,0.0007
2018,NUTS,2010,UKN0,2,0.0008
